,name,link_to_all_reviews,Date First Available,Is Discontinued By Manufacturer,ASIN,Neck Material Type,Color Screen,Language:,Screen Size,Display Technology,Voice Command,Speaker Count,Fill Material,Product Dimensions,Wireless Communication Technology,Computer Memory Size,Connectivity Technology,Mfr Part Number,Release date,Manufacturer recommended age,Compatible Phone Models,Specific Uses for Product,Hardware Interface,Fretboard Material,Connector Type,Number of Strings,Batteries,Guitar Pickup Configuration,Color Name,Material Composition,Color,Wattage,Proficiency Level,Size,Scale Length,Musical Style,Is Dishwasher Safe,Domestic Shipping,Rated,Hardware Platform,Guitar Pick Thickness,Brand name,Voltage,Fabric Type,Pricing,Batteries Required,Package Weight,Our Recommended age,Output Wattage,Item Weight,Phone Standy Time (with data),Special Features,National Stock Number,Back Material,Item model number,Operating System,Compatible Devices,Mfg Recommended age,Headphones Jack,Manufacturer,Department,Item Package Dimensions L x W x H,Package Dimensions,Speaker Amplification Type,Phone Talk Time,Number of Keyboard Keys,Body Material,Guitar Bridge System,Form Factor,Material Type,Frequency,Supported Software,Top Material,Other display features,Included Components,Best Sellers Rank,Warranty,International Shipping,Power Source
40,XClear Wireless Earbuds with Immersive Sounds True 5.0 Bluetooth in-Ear Headphones with Charging Case/Quick-Pairing Stereo Calls/Built-in Microphones/IPX5 Sweatproof/Pumping Bass for Sports Black,https://www.amazon.com/XClear-Headphones-Quick-Pairing-Microphones-Sweatproof/product-reviews/B07ZWJR9GD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 2, 2019",,B07ZWJR9GD,,,,,,,,,3.5 x 3.2 x 1.65 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.5 ounces,,,,,TT000082,,,,,XClear,,,,,,,,,,,,,,,,#66 in Earbud & In-Ear Headphones,,,
41,"Mpow H19 IPO Active Noise Cancelling Headphones, Bluetooth 5.0 Wireless Headphones with CVC8.0 Microphone, Hi-Fi Stereo Deep Bass, Rapid Charge 35H Playtime for TV, Online Class, Home Office",https://www.amazon.com/Mpow-Cancelling-Headphones-Bluetooth-Memory-Protein/product-reviews/B07Z176W4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 10, 2019",,B07Z176W4W,,,,,,,,,3.23 x 6.3 x 5.12 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,8.5 ounces,,,,,BH388A,,,,,Mpow,,,,,,,,,,,,,,,,#20 in Over-Ear Headphones,,,
42,"AfterShokz Aeropex Open-Ear Wireless Bone Conduction Headphones, IP67 Rated, Solar Red",https://www.amazon.com/AfterShokz-Open-Ear-Wireless-Conduction-Headphones/product-reviews/B07RNLNTKP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 12, 2019",,B07RNLNTKP,,,,,,,,,6.69 x 5.51 x 2.76 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.12 ounces,,,,,AS800,,,,,AfterShokz,,,,,,,,,,,,,,,,#29 in On-Ear Headphones #44 in Over-Ear Headphones,,,
43,"TaoTronics Hybrid Active Noise Cancelling Headphones Bluetooth Headphones Over Ear with 35H Playtime, Wireless Headphones Soft Protein Earpads Built-in Mic for Travel, Home Office Black",https://www.amazon.com/TaoTronics-Cancelling-Headphones-Bluetooth-Playtime/product-reviews/B084MKNGSQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 1, 2020",No,B084MKNGSQ,,,,,,,,,7.68 x 6.42 x 3.15 inches,,,,,,,,,,,,,2 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.2 pounds,,,,,TT-BH090,,,,,TaoTronics,,,,,,,,,,,,,,,,#25 in Over-Ear Headphones,,,
44,Skullcandy Ink'd Plus In-Ear Earbud - Deep Red,https://www.amazon.com/Skullcandy-Inkd-Plus-Ear-Earbud/product-reviews/B07QXGYP51/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 4, 2019",,B07QXGYP51,,,,,,,,,7.28 x 2.95 x 0.98 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,0.406 ounces,,,,,S2IMY-M685,,,,,Skullcandy,,,,,,,,,,,,,,,,#251 in Earbud & In-Ear Headphones,,,
45,"Mpow CH8 Kids Headphones with Microphone (2-Pack), Wired On-Ear Headsets with Safe Volume Limited 91dB, Foldable Durable Earphones w/Audio Splitter for Boys/Girls/Toddlers/Children/School/Travel/Plane",https://www.amazon.com/Mpow-Headphones-Foldable-Comfortable-Earphones/product-reviews/B07RSJX4KW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 5, 2019",,B07RSJX4KW,,,,,,,,,7.17 x 5.91 x 3.43 inches,Bluetooth,,Wired,,,,,,,,,,,,,,BlueGreen,,,,,,,,,,,,,,,,,,,4.9 ounces,,Foldable,,,BH360A,,,,3.5 mm,Mpow,,,,,,,,,,,,,,Wireless_display_on_website,Kids headphones,#14 in On-Ear Headphones,,,
46,"LUDOS Clamor Wired Earbuds in Ear Headphones with Microphone, Earphones with Mic and Volume Control, Memory Foam, Reinforced Cable, Bass Compatible with iPhone, Apple, iPad, Computer, Laptop, PC",https://www.amazon.com/Headphones-Microphone-Earphones-Reinforced-Compatible/product-reviews/B0823KH687/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 28, 2019",,B0823KH687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08 ounces,,,,,CLAMOR,,,,,LUDOS,,,3.5 x 3.07 x 0.86 inches,,,,,,,,,,,,,#668 in Earbud & In-Ear Headphones,,,
47,"Bluetooth Headphones Wireless,MKay Over Ear Headset V5.0 with Microphone, Foldable & Lightweight, Support Tf Card MP3 Mode and Fm Radio for Cellphones Laptop TV-Rose Gold",https://www.amazon.com/Headphones-MKay-Microphone-Lightweight-Cellphones/product-reviews/B07M9FBX3Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 4, 2019",No,B07M9FBX3Y,,,,,,,,,7.5 x 5.5 x 3 inches,Bluetooth,,"Bluetooth, Wired",,,,,,,,,,,,,,Rose Gold 2,,,,,,,,,,,,,,,,,,,12 ounces,,"Foldable, USB connectivity, Microphone, Adjustable headband, Sports-and-exercise, Wireless, Lightweight",,,4351701016,,,,3.5 mm,MKay,Baby-girls,,,,,,,,,,,,,Wireless_display_on_website,,#138 in Over-Ear Headphones,,,
48,"LETSCOM Bluetooth Headphones, 100 Hours Playtime Bluetooth 5.0 Headphones Over Ear with Deep Bass, Hi-Fi Sound and Soft Earpads, Built-in Mic, Wired/Wireless Headset for Home Office-Gray",https://www.amazon.com/LETSCOM-Bluetooth-Headphones-Playtime-Office-Gray/product-reviews/B086GJZZG3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 27, 2020",,B086GJZZG3,,,,,,,,,6.1 x 5.6 x 3.4 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,8.6 ounces,,,,,H10,,,,,LETSCOM,Bluetooth headphones,,,,,,,,,,,,,,,#171 in Over-Ear Headphones,,,
49,"BENGOO G9000 Stereo Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo Switch Games",https://www.amazon.com/BENGOO-G9000-Controller-Cancelling-Headphones/product-reviews/B01H6GUCCQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 14, 2017",No,B01H6GUCCQ,,,,,,,,,8.3 x 4.4 x 7.9 inches,,,,,,,,,,,,,1 Unknown batteries required.,,,,,,,,,,,,,,,,,,,,,,,9.6 ounces,,,,,G9000,,,,,Bengoo Inc.,,,,,,,,,,,,,,,,#13 in Video Games ( See Top 100 in Video Games ) #1 in PC Game Headsets #1 in Xbox One Headsets #1 in Mac Accessories,,,
50,VEATOOL 5.0 Bluetooth Headphones  Binaural Call True Wireless Earbuds 20H Playtime HD Stereo Bass Sound Mini in Ear Bluetooth Earphones with Built in Mic and Charging Case for Sports Running,https://www.amazon.com/Bluetooth-Headphones-VEATOOL-Binaural-Earphones/product-reviews/B07NRGR9LL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 13, 2019",,B07NRGR9LL,,,,,,,,,3.15 x 1.77 x 1.38 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,2.4 ounces,,,,,J29,,,,,VEATOOL,,,,,,,,,,,,,,,,#218 in Earbud & In-Ear Headphones,,,
51,JBL Endurance RUN - Wired Sport In-Ear Headphones - Black,https://www.amazon.com/JBL-Endurance-Headphone-one-Button-Remote/product-reviews/B07NVXJNHG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 15, 2019",No,B07NVXJNHG,,,,,,,,,3.75 x 1.37 x 6.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92 ounces,,,,,JBLENDURRUNBLKAM,,,,,JBL,,,,,,,,,,,,,,,,#229 in Earbud & In-Ear Headphones,,,
52,"Bluetooth Headphones, Letscom Wireless Headphones Over Ear with Microphones Hands-Free Calls, Hi-Fi Sound and 3 EQ Sound Modes, 45Hrs Playtime for Cell Phones PC Tablet Home Office",https://www.amazon.com/Bluetooth-Headphones-Wireless-Playtime-Cellphone/product-reviews/B07X2K9ZPH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 26, 2019",,B07X2K9ZPH,,,,,,,,,5.4 x 3.3 x 2.9 inches,Bluetooth,,Bluetooth,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,8 ounces,,"3 EQ modes &Hi-Fi stereo, Wireless, Foldable, Hands-free Calls, Lightweight",,,H080,,,,Wireless,LETSCOM,Bluetooth headphones,,,,,,,,,,,,,Wireless_display_on_website,"Bluetooth headphones H080, Type-C  cable, Carry bag, User manual",#151 in Over-Ear Headphones,,,
53,"Sony Noise Cancelling Headphones WHCH710N: Wireless Bluetooth Over The Ear Headset with Mic for Phone-Call, Black (WHCH710N/B)",https://www.amazon.com/Sony-Noise-Cancelling-Headphones-WHCH710N/product-reviews/B085RNVJ3P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 1, 2020",,B085RNVJ3P,,,,,,,,,7.84 x 2.09 x 9.02 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,11.3 ounces,,,,,WHCH710N/B,,,,,Sony,,,,,,,,,,,,,,,,#51 in Over-Ear Headphones,,,
54,Snug Play+ Kids Headphones Volume Limiting and Audio Sharing Port (Blue Camo),https://www.amazon.com/Snug-Headphones-Limiting-Audio-Sharing/product-reviews/B07XYSY817/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 4, 2016",,B07XYSY817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4 ounces,,,,,SNPLBLCA,,,,,Snug,,,6.14 x 4.96 x 2.68 inches,,,,,,,,,,,,,#272 in Over-Ear Headphones,,,
55,"noot products NP11 Wireless Bluetooth Earbuds Headphones with Mic, Volume & Remote Control IPX7 Sweatproof in-Ear for Sports, Running, Gym",https://www.amazon.com/noot-products-NP11-Headphones-Waterproof/product-reviews/B07SRVYKDF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 10, 2019",,B07SRVYKDF,,,,,,,,,24 x 1 x 2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 ounces,,,,,NP11,,,,,noot products,,,,,,,,,,,,,,,,#87 in Earbud & In-Ear Headphones,,,
56,"LORELEI X6 Over-Ear Headphones with Microphone, Lightweight Foldable & Portable Stereo Bass Headphones with 1.45M No-Tangle, Wired Headphones for Smartphone Tablet MP3 / 4 (Space Black)",https://www.amazon.com/LORELEI-X6-Headphones-Microphone-Lightweight/product-reviews/B083P1HG9S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 9, 2020",No,B083P1HG9S,,,,,,,,,6.7 x 2.96 x 7.08 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3 ounces,,,,,X6,,,,,LORELEI,,,,,,,,,,,,,,,,#303 in Over-Ear Headphones,,,
57,"Wireless Earbuds, Vislla 5.0 Bluetooth Sport Headphones Stereo Bass Sound TWS Ear Buds Over Ear Sweatproof Headset 8 Hours Playtime Wireless Earphones with Mic & Charging Case for Running/Working Out",https://www.amazon.com/Vislla-Bluetooth-Headphones-Sweatproof-Earphones/product-reviews/B07WWG151L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 23, 2019",,B07WWG151L,,,,,,,,,1.89 x 1.22 x 1.77 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.353 ounces,,,,,,,,,,Vislla,,,,,,,,,,,,,,,,#64 in Earbud & In-Ear Headphones,,,
58,"Mpow Flame Bluetooth Headphones V5.0 IPX7 Waterproof Wireless headphones, Bass+ HD Stereo Wireless Sport Earbuds, 7-9Hrs Playtime, cVc6.0 Noise Cancelling Mic for Home Workout, Running, Gym Red",https://www.amazon.com/Mpow-Headphones-Waterproof-Cancelling-Microphone/product-reviews/B0753GRNQZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 16, 2017",No,B0753GRNQZ,,,,,,,,,4.06 x 4.06 x 2.28 inches,Bluetooth,,Bluetooth,,,,,,,,,,1 Lithium ion batteries required. (included),,,,Red,,,,,,,,,,,,,,,,,,,2.9 ounces,,Wind Noise Reduction,,,BH088A-R1,IOS / Android / PC with Bluetooth device,,,,Mpow,,,,,,,,,,,,,,Wireless_display_on_website,Wireless Bluetooth Speaker,#26 in Earbud & In-Ear Headphones,,,
59,"Riwbox Bluetooth Headphones, Riwbox CT-7 Cat Ear LED Light Up Wireless Foldable Headphones Over Ear with Microphone and Volume Control for iPhone/iPad/Smartphones/Laptop/PC/TV (Pink&Green)",https://www.amazon.com/Riwbox-Bluetooth-Headphones-Microphone-Smartphones/product-reviews/B07HL1H93Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 22, 2018",No,B07HL1H93Y,,,,,,,,,8 x 6 x 3 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,13.6 ounces,,,,,CT-7,,,,,Riwbox,,,,,,,,,,,,,,,,#31 in On-Ear Headphones #50 in Over-Ear Headphones,,,
60,"Mpow FLAME2 Bluetooth Headphones Sport, 12Hrs & Bluetooth 5.0 Wireless Sport Earphones, IPX7 Waterproof Bluetooth Headset W/CVC 6.0 Noise Cancelling Mic, Bluetooth Earphones w/Comfort-Slanting, Black",https://www.amazon.com/Mpow-Headphones-Waterproof-Cancelling-Comfort-Slanting/product-reviews/B07S7J1CGK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 9, 2019",No,B07S7J1CGK,,,,,,,,,3.5 x 3 x 1.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9 ounces,,,,,BH313AB-US01,,,,,Mpow,,,,,,,,,,,,,,,,#83 in Earbud & In-Ear Headphones,,,
61,"Earbuds Headphones with Microphone 5 Pack,Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, Compatible with iPhone and Android Smartphones,iPod,iPad, MP3 Players,Fits All 3.5mm Interface",https://www.amazon.com/Headphones-Microphone-Earphones-Compatible-Smartphones/product-reviews/B0854F11JB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 25, 2020",,B0854F11JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 ounces,,,,,earbuds-1,,,,,Woohubs,,,8 x 5.4 x 0.7 inches,,,,,,,,,,,,,#57 in Earbud & In-Ear Headphones,,,
62,"Sleep Headphones Bluetooth Headband,Upgrage Soft Sleeping Wireless Music Sport Headbands, Long Time Play Sleeping Headsets with Built in Speakers Perfect for Workout, Running, Yoga (Gray)",https://www.amazon.com/Headphones-Bluetooth-Headband-Sleeping-Headbands/product-reviews/B07QLF7WHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 13, 2019",,B07QLF7WHZ,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.13 ounces,,,,,sleep headphone,,,,,WINONLY,,,3.86 x 3.7 x 1.26 inches,,,,,,,,,,,,,#4 in On-Ear Headphones,,,
63,"Bluetooth 5.0 Wireless Earbuds, in-Ear Headphone Hi-Fi Stereo Sound IPX5 Waterproof, Built-in Mic Noise Cancelling Earphones for Work Sport Gym Running",https://www.amazon.com/Bluetooth-Headphone-Waterproof-Cancelling-Earphones/product-reviews/B087CW6214/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 21, 2020",,B087CW6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98 ounces,,,,,,,,,,GPEESTRAC,,,5.12 x 3.54 x 1.57 inches,,,,,,,,,,,,,#635 in Earbud & In-Ear Headphones,,,
64,"Bluetooth Headphones, Riwbox XBT-880 Wireless Bluetooth Headphones Over Ear with Microphone and Volume Control Wireless and Wired Foldable Headset for iPhone/iPad/PC/Cell Phones/TV (White&Gold)",https://www.amazon.com/Bluetooth-Headphones-Riwbox-Wireless-Microphone/product-reviews/B07HCZV3ZG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 14, 2018",No,B07HCZV3ZG,,,,,,,,,,,,,,,,,,,,,,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,12.8 ounces,,,,,,,,,,Riwbox,,,7.3 x 6.1 x 3.6 inches,,,,,,,,,,,,,#269 in Over-Ear Headphones,,,
65,Sennheiser HD280PRO Headphone (new model),https://www.amazon.com/Sennheiser-HD280PRO-Headphone-new-model/product-reviews/B00IT0IHOY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 13, 2013",No,B00IT0IHOY,,,,,,,,,9.64 x 7.36 x 3.3 inches,,,,,,,,,,,,,,,Black,,,,,0,,,,,,,,,,,,,,,,10.1 ounces,,,,,HD280PRO,,,,,,,,,,,,,,,,,,,,,#22 in Over-Ear Headphones,,,
66,"Mpow Active Noise Cancelling Headphones, H17 New Bluetooth Headphones Over Ear with 45H Playtime, Built-in Mic, Quick Charge, Wired/Wireless Headset for Travel, Online Class, Home Office, TV",https://www.amazon.com/Mpow-Cancelling-Headphones-Bluetooth-Playtime/product-reviews/B081RVTKKW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 20, 2019",,B081RVTKKW,,,,,,,,,3.3 x 6.1 x 4.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8 ounces,,,,,BH381B,,,,,Mpow,,,,,,,,,,,,,,,,#48 in Over-Ear Headphones,,,
67,Beats by Dr. Dre Beats Solo3 Wireless On-Ear Headphones - Silver (Renewed),https://www.amazon.com/Beats-Solo3-Wireless-Ear-Headphones/product-reviews/B01MRLHG2P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 17, 2016",No,B01MRLHG2P,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,2.72 ounces,,,,,MNEQ2LL/A,,,,,Beats,,,8.31 x 5.79 x 4.49 inches,,,,,,,,,,,,,#318 in On-Ear Headphones,,,
68,"Philips Fidelio L2 Over-ear Premium Portable Headphones with In-line Mic, Noise Isolation, Hi-Res - Black/Orange (L2BO)",https://www.amazon.com/L2BO-27-Fidelity-Headphones-cushioning/product-reviews/B00WTQDV5E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 23, 2015",No,B00WTQDV5E,,,,,,,,,3.3 x 6.8 x 7.7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2 ounces,,,,,L2BO/27,,,,,Gibson Innovations,,,,,,,,,,,,,,,,"#6,621 in Audio Headphones",,,
69,Motorola Lifestyle Studio-Quality Escape 220 Over Ear Wireless Bluetooth Over-Ear Headset Headphone Earphone,https://www.amazon.com/Motorola-Lifestyle-Studio-Quality-Bluetooth-Headphone/product-reviews/B081PSPWJ9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 26, 2019",,B081PSPWJ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7 ounces,,,,,,,,,,Binatone,,,8.54 x 6.1 x 3.58 inches,,,,,,,,,,,,,#158 in Over-Ear Headphones,,,
70,"Small Bluetooth Headphones Wrap around Head - Sports Wireless Headset with Built in Microphone and Crystal-Clear Sound, Fold-able and Carried in the Purse, and 12-hour Battery Life, White",https://www.amazon.com/Bluetooth-Headphones-Wireless-Sports-Headset/product-reviews/B07J5BXMQF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 10, 2018",No,B07J5BXMQF,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,6.4 ounces,,,,,8541721642,,,,,LEVIN,,,5.4 x 3.6 x 2 inches,,,,,,,,,,,,,#126 in On-Ear Headphones,,,
71,"Sony MDRXB50AP Extra Bass Earbud Headphones/Headset with mic for phone call, Black",https://www.amazon.com/Sony-MDRXB50AP-Extra-Earbud-Headset/product-reviews/B00JRD13T8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 8, 2014",No,B00JRD13T8,,,,,,,,,2.63 x 1.5 x 6.75 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282 ounces,,,,,MDRXB50AP/B,,,,,Sony,,,,,,,,,,,,,,,,#43 in Earbud & In-Ear Headphones,,,
72,"Cyber Acoustics Lightweight 3.5mm Headphones - Great for use with Cell Phones,Tablets, Laptops, PCs, Macs (ACM-4004)",https://www.amazon.com/Cyber-Acoustics-Lightweight-3-5mm-Headphones/product-reviews/B07KJKC78F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 18, 2018",No,B07KJKC78F,,,,,,,,,6.4 x 6.1 x 2.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 ounces,,,,,ACM-4004,,,,,Cyber Acoustics,,,,,,,,,,,,,,,,#412 in On-Ear Headphones #673 in Over-Ear Headphones,,,
73,Nenos Children Headphones Kids Headphones Children's Headphones Over Ear Headphones Kids Computer Volume Limited Headphones for Kids Foldable (Mint),https://www.amazon.com/Nenos-Children-Headphones-Childrens-Computer/product-reviews/B01LDVQIDC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 1, 2016",No,B01LDVQIDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,,,,6573856,,,,,Nenos,,,6.6 x 4.8 x 3.3 inches,,,,,,,,,,,,,#177 in Over-Ear Headphones,,,
74,iRAG J01 Kids Headphones Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/iPad/iPhone/School/Kindle/Airplane/Plane/Tablet (Ocean Blue),https://www.amazon.com/iRAG-J01-Headphones-Foldable-Tangle-Free/product-reviews/B07TK2XCBX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 25, 2019",,B07TK2XCBX,,,,,,,,,4 x 2 x 5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 ounces,,,,,J01,,,,,iRAG,,,,,,,,,,,,,,,,#67 in On-Ear Headphones,,,
75,"On Ear Headphones with Mic, Vogek Lightweight Portable Fold-Flat Bass Stereo Headphones with 1.5M Tangle Free Cord and Microphone-Black",https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07RSPWSKK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 13, 2019",,B07RSPWSKK,,,,,,,,,6.3 x 5.1 x 1.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6 ounces,,,,,,,,,,VOGEK,,,,,,,,,,,,,,,,#150 in On-Ear Headphones #252 in Over-Ear Headphones,,,
76,Charlxee Unicorn Kids Headphones Children Girls Teens Foldable Adjustable Headband On Ear Headphones Stereo Tangle-Free cord 3.5mm Jack Compatible iPad Cellphones Computer MP3/4 Kindle Airplane-(Rose),https://www.amazon.com/Headphones-Adjustable-Tangle-Free-Compatible-Cellphones/product-reviews/B083WGQPC4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 15, 2020",No,B083WGQPC4,,,,,,,,,7.48 x 2.76 x 9.45 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53 ounces,,,,,,,,,,charlxee,Girls,,,,,,,,,,,,,,,#157 in On-Ear Headphones #265 in Over-Ear Headphones,,,
77,"Mpow 059 IPO Bluetooth Headphones, Bluetooth 5.0 Over-Ear Headphones with Built-in Mic and Hi-Fi Sound, 30H Playtime, Lightweight Foldable Protein Earpads for Online Class, Home Office, TV/PC/Phone",https://www.amazon.com/Mpow-Bluetooth-Headphones-Over-Ear-Lightweight/product-reviews/B082TWSSTM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 16, 2019",,B082TWSSTM,,,,,,,,,3.31 x 6.1 x 5 inches,,,,,,,,,,,,,1 Lithium Metal batteries required.,,,,,,,,,,,,,,,,,,,,,,,8.8 ounces,,,,,BH451A,,,,,Mpow,Unisex-adult,,,,,,,,,,,,,,,#267 in Over-Ear Headphones,,,
78,"ARTISTE Wireless TV Headphones Over Ear Headsets - Digital Stereo Headsets with 2.4GHz RF Transmitter, Charging Dock, 100ft Wireless Range and Rechargeable 20 Hour Battery, Black",https://www.amazon.com/Wireless-Headphones-Over-Ear-Headsets/product-reviews/B078S7WK5M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 3, 2018",No,B078S7WK5M,,,,,,,,,7.4 x 3.34 x 7.5 inches,,,,,,,,,,,,,2 AAA batteries required.,,,,,,,,,,,,,,,,,,,,,,,2.12 ounces,,,,,2018TVH03,,,,,ARTISTE,,,,,,,,,,,,,,,,#24 in Over-Ear Headphones,,,
